pid,s1_dwgt,s1_best_age_yrs,s1_age_intervals,s1_best_dob_m,s1_best_dob_y,s1_best_race,s1_best_gen,s1_empl,s1_locklevnat,s1_geo2011,s1_dc2011,s1_mdbdc2011,s1_prov2011,s1_intrv_c,s1_intrv_gen,s1_intrv_race,s1_intrv_dob_y,s1_intrv_lng1,s1_intrv_lng2,s1_intrv_lng3,s1_intrv_lng4,s1_intrv_lng5,s1_intrv_edu,s1_intrv_position,s1_intrv_years_exp_oth
"178827,8054.012100068915,42,2,2,1979,1,2,0,1,2,214,""DC14"",2,850,2,1,1990,4,11,6,10,,27,2,1"
"178877,1188.673842716602,51,3,-9,1970,4,1,1,1,2,199,""CPT"",1,829,1,1,1998,6,11,,,,12,2,0"
"178887,1465.305399060988,48,2,12,1973,1,1,1,1,1,543,""DC43"",5,856,2,1,1986,3,11,5,9,,12,2,0"
"178892,6275.237387500658,35,2,-9,1986,1,2,1,1,2,935,""DC35"",9,855,2,1,1987,6,4,11,,,12,2,5"
"178909,2811.266961823875,62,4,-9,1959,1,2,0,1,2,935,""DC35"",9,887,1,1,1986,2,3,11,,,26,2,1"
"178936,14592.93160088618,45,2,9,1976,1,2,0,1,2,637,""DC37"",6,805,2,1,1991,6,4,11,,,25,2,5"
"178941,6094.608415897959,37,2,11,1984,4,2,0,1,2,199,""CPT"",1,856,2,1,1986,3,11,5,9,,12,2,0"
"178952,5349.280036802695,52,3,11,1969,3,1,1,1,2,521,""DC21"",5,831,1,1,1993,4,11,,,,12,2,2"
"178965,2139.791309019868,38,2,10,1983,1,1,1,1,2,499,""MAN"",4,804,1,1,1996,6,4,3,11,,12,2,2"
"179054,4785.27551274488,34,1,6,1987,1,1,0,1,-9,-9,""-9"",2,805,2,1,1991,6,4,11,,,25,2,5"
"179061,15257.28934071472,32,1,1,1989,1,2,1,1,2,199,""CPT"",1,873,1,1,1997,1,11,3,,,12,2,0"
"179116,12219.73367048528,26,1,10,1995,1,1,1,1,1,934,""DC34"",9,888,1,1,1993,6,11,3,5,,12,2,0"
"179124,957.2613307384732,62,4,10,1959,4,2,0,1,2,742,""DC42"",7,883,1,1,1986,3,11,,,,25,2,4"
"179130,21378.99897290336,26,1,4,1995,2,1,1,1,-9,-9,""-9"",1,827,2,2,1999,10,11,,,,12,2,1"
"179149,4119.154183113366,26,1,4,1995,1,1,1,1,1,528,""DC28"",5,800,2,1,1980,2,11,3,6,1,12,2,0"
"179164,31986.27182155869,25,1,-9,1996,1,2,1,1,1,215,""DC15"",2,855,2,1,1987,6,4,11,,,12,2,5"
"179166,3596.670572273647,39,2,3,1982,1,1,1,1,2,199,""CPT"",1,861,2,1,1981,4,11,3,2,6,26,2,0"
"179191,7763.076235146419,73,4,12,1948,1,1,0,1,-9,-9,""-9"",5,854,2,1,1991,4,11,6,3,,26,2,0"
"179236,2289.868036514404,27,1,5,1994,1,2,1,1,1,556,""DC26"",5,805,2,1,1991,6,4,11,,,25,2,5"
"179247,12219.73367048528,32,1,-9,1989,1,2,1,1,-9,-9,""-9"",9,885,1,1,1995,4,9,6,11,,26,2,3"
"179250,4280.492586792947,21,1,12,2000,1,2,0,1,2,420,""DC20"",4,867,2,1,1997,4,6,11,1,3,32,2,0"
"179251,31986.27182155869,22,1,10,1999,1,2,0,1,2,798,""JHB"",7,836,2,1,1974,11,3,2,5,,26,2,0"
"179272,6275.237387500658,35,2,4,1986,1,2,0,1,2,934,""DC34"",9,846,2,1,1996,8,11,,,,25,-3,0"
"179277,4547.884858614988,60,4,5,1961,1,1,0,1,2,599,""ETH"",5,803,2,1,1983,2,3,5,11,,31,2,8"
"179319,1084.328414675459,54,3,2,1967,1,1,1,1,-9,-9,""-9"",8,863,2,1,1996,1,11,3,,,12,2,1"
"179322,7073.243847584515,37,2,10,1984,2,1,0,1,2,832,""DC32"",8,878,2,4,1970,11,10,,,,26,2,0"
"179351,7798.495584521123,25,1,5,1996,2,1,0,1,-9,-9,""-9"",7,853,2,1,1999,6,4,11,,,27,2,0"
"179355,4785.27551274488,25,1,1,1996,1,1,0,1,-9,-9,""-9"",6,830,2,1,1995,3,6,11,,,6,2,0"
"179414,11147.64027906139,-8,-8,-8,-8,1,1,1,1,-8,-8,""-8"",-8,847,2,1,1987,11,6,3,,,26,2,0"
"179416,2756.166582527725,56,3,10,1965,1,1,1,1,2,308,""DC8"",3,805,2,1,1991,6,4,11,,,25,2,5"
"179441,2190.882470342218,76,4,7,1945,4,2,0,1,2,797,""EKU"",7,801,2,1,1988,2,3,11,,,11,2,1"
"179491,3029.504111716699,-8,-8,-8,-8,1,2,0,1,3,637,""DC37"",6,889,2,1,1991,6,11,5,3,,12,2,8"
"179497,18536.42922490664,33,1,-9,1988,1,1,1,1,2,419,""DC19"",4,851,2,1,1987,6,11,,,,12,2,4"
"179542,7524.928799727811,32,1,12,1989,1,2,1,1,2,797,""EKU"",7,801,2,1,1988,2,3,11,,,11,2,1"
"179551,4707.362461409888,26,1,3,1995,1,2,1,1,3,830,""DC30"",8,840,2,1,1986,11,3,4,,,12,2,6"
"179573,1086.51340536037,32,1,12,1989,1,1,0,1,-9,-9,""-9"",2,875,1,1,1997,4,11,6,3,,12,2,0"
"179583,11713.20574266651,38,2,6,1983,1,1,1,1,2,799,""TSH"",7,850,2,1,1990,4,11,6,10,,27,2,1"
"179612,61.36365193195029,33,1,12,1988,1,2,1,1,2,799,""TSH"",7,873,1,1,1997,1,11,3,,,12,2,0"
"179619,18046.93479749002,18,1,5,2003,1,2,-8,1,2,798,""JHB"",7,875,1,1,1997,4,11,6,3,,12,2,0"
"179748,2159.658147370428,24,1,6,1997,2,1,0,1,2,199,""CPT"",1,856,2,1,1986,3,11,5,9,,12,2,0"
"179795,7073.243847584515,47,2,5,1974,1,1,0,1,-9,-9,""-9"",9,831,1,1,1993,4,11,,,,12,2,2"
"179825,6870.409273744583,32,1,3,1989,1,2,-8,1,-9,-9,""-9"",1,854,2,1,1991,4,11,6,3,,26,2,0"
"179855,11147.64027906139,49,2,4,1972,1,2,0,1,2,831,""DC31"",8,841,2,1,1991,6,11,1,3,,33,2,0"
"179857,75.4790213430867,64,4,9,1957,1,2,1,1,2,797,""EKU"",7,805,2,1,1991,6,4,11,,,25,2,5"
"179926,2811.266961823875,31,1,5,1990,1,1,1,1,1,947,""DC47"",9,873,1,1,1997,1,11,3,,,12,2,0"
"179965,8075.334551743592,51,3,-8,1970,1,2,-8,1,1,528,""DC28"",5,880,1,1,1994,3,11,9,7,10,33,2,0"
"179975,6112.159146691236,35,2,11,1986,1,2,0,1,2,640,""DC40"",6,847,2,1,1987,11,6,3,,,26,2,0"
"179980,8826.886063182414,21,1,8,2000,1,1,0,1,-9,-9,""-9"",8,809,1,2,1983,10,11,,,,12,2,2"
"179985,2966.241933872632,30,1,8,1991,1,1,1,1,2,798,""JHB"",7,805,2,1,1991,6,4,11,,,25,2,5"
"180022,11147.64027906139,32,1,11,1989,1,1,0,1,2,798,""JHB"",7,841,2,1,1991,6,11,1,3,,33,2,0"
"180048,84.36808775709825,22,1,1,1999,1,2,1,1,2,309,""DC9"",3,832,1,1,1982,11,6,,,,25,2,6"
"180076,2158.638915514583,61,4,7,1960,1,1,1,1,-9,-9,""-9"",8,856,2,1,1986,3,11,5,9,,12,2,0"
"180109,1658.866580442854,51,3,7,1970,1,2,0,1,2,309,""DC9"",3,804,1,1,1996,6,4,3,11,,12,2,2"
"180165,615.9397925068824,30,1,8,1991,1,2,-8,1,-9,-9,""-9"",8,885,1,1,1995,4,9,6,11,,26,2,3"
"180170,3811.6212852296,29,1,8,1992,1,1,1,1,2,797,""EKU"",7,805,2,1,1991,6,4,11,,,25,2,5"
"180189,3623.621107299649,29,1,10,1992,1,2,1,1,-9,-9,""-9"",4,854,2,1,1991,4,11,6,3,,26,2,0"
"180199,4087.653143870937,50,3,4,1971,1,2,0,1,2,742,""DC42"",7,853,2,1,1999,6,4,11,,,27,2,0"
"180241,698.1702117049472,25,1,10,1996,1,1,1,1,2,522,""DC22"",5,821,2,1,1997,11,5,4,6,,12,2,1"
"180243,6074.433807154629,71,4,2,1950,4,2,0,1,1,933,""DC33"",9,853,2,1,1999,6,4,11,,,27,2,0"
"180259,7513.711109962177,46,2,1,1975,1,2,0,1,1,637,""DC37"",6,867,2,1,1997,4,6,11,1,3,32,2,0"
"180262,12945.55192737976,56,3,4,1965,2,2,0,1,3,103,""DC3"",1,878,2,4,1970,11,10,,,,26,2,0"
"180298,11713.20574266651,36,2,5,1985,1,1,1,1,1,947,""DC47"",9,839,2,1,1979,6,11,,,,12,2,0"
"180313,5500.519756529129,47,2,12,1974,1,2,0,1,2,947,""DC47"",9,867,2,1,1997,4,6,11,1,3,32,2,0"
"180325,266.3379082569883,56,3,8,1965,4,1,1,1,2,199,""CPT"",1,831,1,1,1993,4,11,,,,12,2,2"
"180327,1086.51340536037,30,1,5,1991,1,1,0,1,-9,-9,""-9"",9,862,2,1,1995,4,11,,,,11,2,0"
"180341,2682.034902646084,57,3,4,1964,1,2,0,1,2,742,""DC42"",7,815,2,1,1984,3,11,6,,,12,2,0"
"180409,1349.937977474141,24,1,-9,1997,1,1,1,1,-9,-9,""-9"",4,829,1,1,1998,6,11,,,,12,2,0"
"180443,14321.54372568862,34,1,7,1987,1,2,1,1,2,742,""DC42"",7,847,2,1,1987,11,6,3,,,26,2,0"
"180457,4768.56346645089,46,2,7,1975,1,1,1,1,2,599,""ETH"",5,892,2,1,1999,9,11,3,7,8,26,2,0"
"180494,9541.994460608874,33,1,8,1988,4,2,1,1,2,797,""EKU"",7,857,2,1,1987,2,5,11,,,29,2,5"
"180570,5860.406664168729,31,1,4,1990,1,1,1,1,2,556,""DC26"",5,821,2,1,1997,11,5,4,6,,12,2,1"
"180624,795.2501455856169,27,1,-8,1994,1,1,0,1,2,599,""ETH"",5,884,1,1,1986,2,3,11,,,12,2,14"
"180647,9115.676796236115,-8,-8,-8,-8,1,1,0,1,-9,-9,""-9"",5,880,1,1,1994,3,11,9,7,10,33,2,0"
"180678,2139.791309019868,42,2,11,1979,1,1,-8,1,2,499,""MAN"",4,857,2,1,1987,2,5,11,,,29,2,5"
"180768,629.6253307901977,61,4,12,1960,3,1,0,1,2,798,""JHB"",7,869,2,1,1995,8,11,4,,,12,2,0"
"180775,6275.237387500658,44,2,6,1977,1,1,1,1,2,798,""JHB"",7,815,2,1,1984,3,11,6,,,12,2,0"
"180806,6112.159146691236,43,2,9,1978,1,2,0,1,-9,-9,""-9"",6,879,2,1,1990,4,11,3,6,,12,2,3"
"180812,1237.964345483256,39,2,1,1982,1,2,1,1,1,947,""DC47"",9,872,1,1,1972,5,6,11,3,,25,2,0"
"180820,31986.27182155869,33,1,9,1988,1,2,0,1,1,215,""DC15"",2,872,1,1,1972,5,6,11,3,,25,2,0"
"180836,10083.47340240762,-8,-8,-8,-8,1,2,1,1,1,947,""DC47"",9,831,1,1,1993,4,11,,,,12,2,2"
"180864,38.85747603501165,79,4,6,1942,4,2,0,1,2,199,""CPT"",1,857,2,1,1987,2,5,11,,,29,2,5"
"180969,4362.788182236145,73,4,1,1948,1,1,0,1,2,799,""TSH"",7,867,2,1,1997,4,6,11,1,3,32,2,0"
"180986,1352.521332323018,44,2,12,1977,1,2,1,1,-9,-9,""-9"",7,800,2,1,1980,2,11,3,6,1,12,2,0"
"181024,349.8178388083459,41,2,6,1980,2,2,1,1,2,599,""ETH"",5,892,2,1,1999,9,11,3,7,8,26,2,0"
"181067,9541.994460608874,25,1,12,1996,4,1,0,1,2,748,""DC48"",7,856,2,1,1986,3,11,5,9,,12,2,0"
"181076,6537.069391555775,34,1,5,1987,1,2,-8,1,2,199,""CPT"",1,857,2,1,1987,2,5,11,,,29,2,5"
"181128,11712.57142214348,42,2,7,1979,1,2,0,1,1,933,""DC33"",9,815,2,1,1984,3,11,6,,,12,2,0"
"181134,12219.73367048528,30,1,1,1991,1,1,1,1,2,799,""TSH"",7,855,2,1,1987,6,4,11,,,12,2,5"
"181140,7073.243847584515,39,2,12,1982,1,1,1,1,2,935,""DC35"",9,874,2,1,1986,2,11,6,,,25,2,0"
"181145,2509.362637785992,54,3,9,1967,4,2,1,1,2,299,""NMA"",2,824,2,2,1973,10,11,,,,12,2,10"
"181169,3696.650381629947,55,3,-9,1966,3,2,0,1,2,559,""DC29"",5,856,2,1,1986,3,11,5,9,,12,2,0"
"181197,11875.19454537025,24,1,9,1997,1,1,0,1,1,527,""DC27"",5,881,1,1,1987,2,11,3,,,26,2,0"
"181232,9115.676796236115,37,2,9,1984,1,1,1,1,2,599,""ETH"",5,857,2,1,1987,2,5,11,,,29,2,5"
"181260,11147.64027906139,27,1,11,1994,1,1,-8,1,1,934,""DC34"",9,807,1,1,1986,1,3,2,4,6,25,2,0"
"181303,327.1982934790267,40,2,12,1980,2,2,0,1,2,199,""CPT"",1,876,2,2,1989,10,11,,,,11,2,12"
"181311,31986.27182155869,32,1,4,1989,1,2,0,1,1,244,""DC44"",2,857,2,1,1987,2,5,11,,,29,2,5"
"181317,1658.866580442854,-8,-8,-8,-8,2,2,1,1,2,307,""DC7"",3,809,1,2,1983,10,11,,,,12,2,2"
"181363,1606.615550236394,24,1,5,1997,1,2,1,1,2,798,""JHB"",7,846,2,1,1996,8,11,,,,25,-3,0"
"181416,11147.64027906139,38,2,10,1983,1,1,1,1,2,798,""JHB"",7,801,2,1,1988,2,3,11,,,11,2,1"
"181433,5860.406664168729,33,1,6,1988,1,2,0,1,2,522,""DC22"",5,872,1,1,1972,5,6,11,3,,25,2,0"
"181514,5860.406664168729,35,2,-9,1982,1,1,1,1,-9,-9,""-9"",5,842,2,1,1999,4,8,11,3,,12,2,0"
"181529,11147.64027906139,36,2,2,1985,1,2,1,1,2,830,""DC30"",8,823,1,1,1995,6,11,1,3,,32,2,4"
"181597,5801.040557245642,59,3,8,1962,4,1,0,1,2,599,""ETH"",5,867,2,1,1997,4,6,11,1,3,32,2,0"
"181616,38.85747603501165,48,2,4,1973,1,1,1,1,-9,-9,""-9"",7,830,2,1,1995,3,6,11,,,6,2,0"
"181647,4695.78012605152,49,2,9,1972,4,2,0,1,3,797,""EKU"",7,853,2,1,1999,6,4,11,,,27,2,0"
"181689,227.0980433334211,39,2,5,1982,2,2,1,1,2,299,""NMA"",2,881,1,1,1987,2,11,3,,,26,2,0"
"181690,11147.64027906139,26,1,6,1995,1,1,0,1,2,797,""EKU"",7,842,2,1,1999,4,8,11,3,,12,2,0"
"181733,1517.141325526944,53,3,10,1968,1,2,1,1,-9,-9,""-9"",5,844,2,1,1999,3,4,11,,,12,2,0"
"181736,4695.78012605152,35,2,12,1986,1,1,0,1,2,798,""JHB"",7,819,2,1,2002,8,11,4,5,6,25,2,0"
"181762,2110.992777120508,49,2,6,1972,1,2,1,1,2,599,""ETH"",5,811,1,1,2001,9,3,11,,,12,2,0"
"181765,1465.305399060988,37,2,-8,1983,1,1,0,1,-9,-9,""-9"",7,868,2,1,2001,4,11,9,3,,12,2,1"
"181781,266.3379082569883,56,3,12,1965,2,1,0,1,2,199,""CPT"",1,878,2,4,1970,11,10,,,,26,2,0"
"181791,3092.727269685524,29,1,11,1992,1,1,0,1,2,797,""EKU"",7,889,2,1,1991,6,11,5,3,,12,2,8"
"181820,6669.113860647733,51,3,1,1970,1,1,1,1,2,830,""DC30"",8,840,2,1,1986,11,3,4,,,12,2,6"
"181823,1416.109049043284,60,4,-9,1961,1,2,1,1,2,831,""DC31"",8,801,2,1,1988,2,3,11,,,11,2,1"
"181870,557.3565842684415,29,1,4,1992,1,1,0,1,1,947,""DC47"",9,815,2,1,1984,3,11,6,,,12,2,0"
"181899,7866.625621759375,42,2,4,1979,1,2,1,1,2,637,""DC37"",6,841,2,1,1991,6,11,1,3,,33,2,0"
"181905,24674.8729221265,32,1,3,1989,2,2,0,1,2,199,""CPT"",1,855,2,1,1987,6,4,11,,,12,2,5"
"182065,12219.73367048528,33,1,10,1988,1,1,1,1,2,831,""DC31"",8,869,2,1,1995,8,11,4,,,12,2,0"
"182162,9541.994460608874,30,1,1,1991,2,2,1,1,2,797,""EKU"",7,805,2,1,1991,6,4,11,,,25,2,5"
"182164,2276.424467726778,69,4,12,1952,1,1,0,1,-9,-9,""-9"",9,862,2,1,1995,4,11,,,,11,2,0"
"182166,11147.64027906139,35,2,5,1986,1,1,1,1,2,798,""JHB"",7,882,1,1,1994,11,6,,,,12,2,2"
"182232,11875.19454537025,22,1,9,1999,1,2,1,1,2,199,""CPT"",1,801,2,1,1988,2,3,11,,,11,2,1"
"182261,682.9852576879703,31,1,5,1990,3,1,1,1,3,523,""DC23"",5,871,1,1,1994,2,3,11,6,,26,2,2"
"182268,2966.241933872632,34,1,5,1987,1,1,1,1,2,933,""DC33"",9,846,2,1,1996,8,11,,,,25,-3,0"
"182271,478.6597660062812,27,1,-9,1993,1,1,1,1,2,831,""DC31"",8,856,2,1,1986,3,11,5,9,,12,2,0"
"182295,1465.305399060988,41,2,2,1980,1,1,1,1,2,798,""JHB"",7,862,2,1,1995,4,11,,,,11,2,0"
"182344,3390.586508035746,65,4,3,1956,2,2,0,1,2,416,""DC16"",4,827,2,2,1999,10,11,,,,12,2,1"
"182353,2139.791309019868,40,2,-8,1981,1,2,1,1,2,499,""MAN"",4,804,1,1,1996,6,4,3,11,,12,2,2"
"182415,5967.612256781626,56,3,10,1965,1,1,1,1,2,831,""DC31"",8,873,1,1,1997,1,11,3,,,12,2,0"
"182432,67.70108705227496,36,2,3,1985,1,2,0,1,2,934,""DC34"",9,811,1,1,2001,9,3,11,,,12,2,0"
"182447,136.1270638253789,52,3,1,1969,1,1,1,1,2,420,""DC20"",4,823,1,1,1995,6,11,1,3,,32,2,4"
"182647,4087.653143870937,24,1,5,1997,1,2,0,1,2,742,""DC42"",7,848,2,1,1995,4,11,,,,12,2,0"
"182744,13987.81540528042,31,1,3,1990,1,2,1,1,1,799,""TSH"",7,881,1,1,1987,2,11,3,,,26,2,0"
"182762,7513.711109962177,36,2,11,1985,1,1,-8,1,1,345,""DC45"",3,839,2,1,1979,6,11,,,,12,2,0"
"182763,2811.266961823875,40,2,9,1981,1,1,0,1,-9,-9,""-9"",7,853,2,1,1999,6,4,11,,,27,2,0"
"182770,5860.406664168729,28,1,5,1993,1,2,1,1,-9,-9,""-9"",5,832,1,1,1982,11,6,,,,25,2,6"
"182779,1465.305399060988,67,4,6,1954,1,1,0,1,2,798,""JHB"",7,873,1,1,1997,1,11,3,,,12,2,0"
"182780,682.9852576879703,33,1,1,1988,3,1,1,1,2,522,""DC22"",5,878,2,4,1970,11,10,,,,26,2,0"
"182810,2276.424467726778,25,1,-8,1996,1,1,0,1,-9,-9,""-9"",2,867,2,1,1997,4,6,11,1,3,32,2,0"
"182907,2158.638915514583,60,4,-8,1961,4,2,1,1,-9,-9,""-9"",8,809,1,2,1983,10,11,,,,12,2,2"
"182948,412.9513702452967,52,3,10,1969,1,1,0,1,3,798,""JHB"",7,848,2,1,1995,4,11,,,,12,2,0"
"182975,5860.406664168729,33,1,-8,1988,1,2,0,1,2,599,""ETH"",5,861,2,1,1981,4,11,3,2,6,26,2,0"
"182985,1530.200199740568,50,3,11,1971,1,2,1,1,1,637,""DC37"",6,831,1,1,1993,4,11,,,,12,2,2"
"183024,2276.424467726778,54,3,12,1966,1,1,1,1,2,798,""JHB"",7,850,2,1,1990,4,11,6,10,,27,2,1"
"183038,11875.19454537025,-8,-8,-8,-8,1,2,0,1,2,599,""ETH"",5,846,2,1,1996,8,11,,,,25,-3,0"
"183040,5854.495231348619,56,3,12,1965,1,1,1,1,1,832,""DC32"",8,857,2,1,1987,2,5,11,,,29,2,5"
"183075,6094.608415897959,50,3,11,1971,1,1,1,1,2,799,""TSH"",7,810,2,1,1993,6,4,5,11,,27,2,3"
"183116,615.9397925068824,32,1,10,1989,3,1,-8,1,-9,-9,""-9"",8,853,2,1,1999,6,4,11,,,27,2,0"
"183157,5270.221950964736,28,1,2,1993,4,2,0,1,2,742,""DC42"",7,803,2,1,1983,2,3,5,11,,31,2,8"
"183218,2682.034902646084,35,2,-9,1998,1,2,0,1,-9,-9,""-9"",4,829,1,1,1998,6,11,,,,12,2,0"
"183227,2276.424467726778,57,3,8,1964,1,2,0,1,2,798,""JHB"",7,872,1,1,1972,5,6,11,3,,25,2,0"
"183349,12219.73367048528,27,1,11,1994,1,2,0,1,1,934,""DC34"",9,842,2,1,1999,4,8,11,3,,12,2,0"
"183382,8826.886063182414,31,1,11,1990,1,2,1,1,2,799,""TSH"",7,828,2,1,-3,11,,,,,12,2,1"
"183397,1084.328414675459,56,3,5,1965,1,2,0,1,1,556,""DC26"",5,801,2,1,1988,2,3,11,,,11,2,1"
"183399,14935.18320889659,46,2,9,1975,1,1,0,1,1,215,""DC15"",2,827,2,2,1999,10,11,,,,12,2,1"
"183407,1970.501286681704,35,2,2,1986,2,1,1,1,2,299,""NMA"",2,805,2,1,1991,6,4,11,,,25,2,5"
"183408,1353.03246479486,54,3,2,1967,1,1,0,1,2,199,""CPT"",1,850,2,1,1990,4,11,6,10,,27,2,1"
"183427,9100.400538268243,48,2,-8,1973,4,2,1,1,2,199,""CPT"",1,861,2,1,1981,4,11,3,2,6,26,2,0"
"183439,11147.64027906139,30,1,1,1991,1,2,0,1,2,799,""TSH"",7,815,2,1,1984,3,11,6,,,12,2,0"
"183466,701.0727249342298,63,4,9,1958,2,1,0,1,-9,-9,""-9"",2,854,2,1,1991,4,11,6,3,,26,2,0"
"183490,1515.01876652168,70,4,9,1951,1,2,0,1,2,299,""NMA"",2,846,2,1,1996,8,11,,,,25,-3,0"
"183522,9542.617473896096,48,2,3,1973,4,1,1,1,2,797,""EKU"",7,853,2,1,1999,6,4,11,,,27,2,0"
"183547,18536.42922490664,27,1,9,1994,1,1,1,1,2,499,""MAN"",4,832,1,1,1982,11,6,,,,25,2,6"
"183561,61.60436510486049,55,3,12,1966,2,2,0,1,2,799,""TSH"",7,885,1,1,1995,4,9,6,11,,26,2,3"
"183642,11875.19454537025,40,2,3,1981,1,1,1,1,2,599,""ETH"",5,846,2,1,1996,8,11,,,,25,-3,0"
"183687,5500.519756529129,49,2,6,1972,1,1,1,1,2,934,""DC34"",9,827,2,2,1999,10,11,,,,12,2,1"
"183737,2366.804921655781,50,3,12,1971,1,2,0,1,1,637,""DC37"",6,815,2,1,1984,3,11,6,,,12,2,0"
"183787,2637.74000407898,-8,-8,-8,-8,2,2,1,1,-9,-9,""-9"",2,883,1,1,1986,3,11,,,,25,2,4"
"183795,2811.266961823875,28,1,9,1993,1,1,0,1,2,637,""DC37"",6,852,2,1,1996,8,11,,,,18,2,0"
"183798,1515.01876652168,56,3,11,1965,2,1,0,1,-9,-9,""-9"",2,809,1,2,1983,10,11,,,,12,2,2"
"183803,7513.711109962177,33,1,5,1988,1,1,1,1,1,637,""DC37"",6,873,1,1,1997,1,11,3,,,12,2,0"
"183823,230.1439621747872,40,2,12,1981,1,1,1,1,2,748,""DC48"",7,862,2,1,1995,4,11,,,,11,2,0"
"183826,6275.237387500658,34,1,5,1987,1,1,0,1,1,554,""DC24"",5,829,1,1,1998,6,11,,,,12,2,0"
"183837,7763.076235146419,56,3,8,1965,1,1,0,1,-9,-9,""-9"",5,804,1,1,1996,6,4,3,11,,12,2,2"
"183855,11147.64027906139,25,1,9,1996,1,1,1,1,2,798,""JHB"",7,872,1,1,1972,5,6,11,3,,25,2,0"
"183874,9115.676796236115,25,1,2,1996,1,1,0,1,2,799,""TSH"",7,801,2,1,1988,2,3,11,,,11,2,1"
"183950,8372.059760866161,34,1,12,1987,1,1,1,1,2,640,""DC40"",6,801,2,1,1988,2,3,11,,,11,2,1"
"183961,4265.431045692947,27,1,5,1994,1,1,1,1,1,637,""DC37"",6,846,2,1,1996,8,11,,,,25,-3,0"
"184045,7073.243847584515,40,2,9,1981,1,1,0,1,-9,-9,""-9"",6,808,2,1,1995,4,6,11,3,,12,2,4"
"184055,1790.88201665002,56,3,5,1965,1,1,1,1,2,599,""ETH"",5,821,2,1,1997,11,5,4,6,,12,2,1"
"184083,3696.650381629947,-8,-8,-8,-8,1,1,1,1,1,543,""DC43"",5,801,2,1,1988,2,3,11,,,11,2,1"
"184113,254.1915807742996,32,1,9,1989,1,1,1,1,2,521,""DC21"",5,881,1,1,1987,2,11,3,,,26,2,0"
"184114,6537.069391555775,29,1,2,1992,1,2,1,1,2,199,""CPT"",1,853,2,1,1999,6,4,11,,,27,2,0"
"184143,6000.081284844213,18,1,2,2003,1,1,0,1,2,299,""NMA"",2,873,1,1,1997,1,11,3,,,12,2,0"
"184183,473.9341997518696,29,1,12,1992,1,1,1,1,-9,-9,""-9"",5,804,1,1,1996,6,4,3,11,,12,2,2"
"184184,11147.64027906139,19,1,5,2002,1,2,1,1,1,527,""DC27"",5,873,1,1,1997,1,11,3,,,12,2,0"
"184215,7623.847477457934,33,1,10,1988,1,2,1,1,2,199,""CPT"",1,801,2,1,1988,2,3,11,,,11,2,1"
"184225,1349.937977474141,-8,-8,-8,-8,1,1,1,1,2,742,""DC42"",7,867,2,1,1997,4,6,11,1,3,32,2,0"
"184228,2366.804921655781,31,1,2,1990,1,2,0,1,2,797,""EKU"",7,890,2,1,1996,6,4,11,,,12,2,0"
"184253,3951.953117241019,23,1,4,1998,1,2,0,1,-9,-9,""-9"",4,854,2,1,1991,4,11,6,3,,26,2,0"
"184291,615.9397925068824,50,3,7,1971,4,1,1,1,2,742,""DC42"",7,892,2,1,1999,9,11,3,7,8,26,2,0"
"184368,2780.57835944569,29,1,2,1992,1,2,-8,1,-9,-9,""-9"",6,841,2,1,1991,6,11,1,3,,33,2,0"
"184399,1515.01876652168,59,3,9,1962,1,1,0,1,-9,-9,""-9"",2,854,2,1,1991,4,11,6,3,,26,2,0"
"184435,1065.133334790211,58,3,11,1963,4,1,1,1,-9,-9,""-9"",2,879,2,1,1990,4,11,3,6,,12,2,3"
"184445,629.6253307901977,54,3,3,1967,4,2,1,1,2,799,""TSH"",7,889,2,1,1991,6,11,5,3,,12,2,8"
"184449,12205.53571586513,37,2,10,1984,2,2,1,1,-9,-9,""-9"",7,802,2,1,2001,6,4,11,,,12,2,0"
"184536,3244.579162053275,66,4,5,1955,4,1,1,1,2,799,""TSH"",7,836,2,1,1974,11,3,2,5,,26,2,0"
"184593,478.6597660062812,32,1,-9,1989,1,1,1,1,1,832,""DC32"",8,841,2,1,1991,6,11,1,3,,33,2,0"
"184623,7623.847477457934,30,1,1,1991,1,1,0,1,2,199,""CPT"",1,853,2,1,1999,6,4,11,,,27,2,0"
"184646,11147.64027906139,33,1,7,1988,1,2,1,1,2,799,""TSH"",7,856,2,1,1986,3,11,5,9,,12,2,0"
"184654,932.0493273981399,29,1,-8,1992,2,2,0,1,2,102,""DC2"",1,872,1,1,1972,5,6,11,3,,25,2,0"
"184685,1084.328414675459,64,4,8,1957,1,2,0,1,2,797,""EKU"",7,879,2,1,1990,4,11,3,6,,12,2,3"
"184703,18536.42922490664,32,1,5,1989,1,2,1,1,1,419,""DC19"",4,847,2,1,1987,11,6,3,,,26,2,0"
"184734,4675.039966875687,37,2,3,1984,1,1,0,1,2,832,""DC32"",8,884,1,1,1986,2,3,11,,,12,2,14"
"184744,20880.35497763434,25,1,-8,1996,1,1,1,1,2,831,""DC31"",8,882,1,1,1994,11,6,,,,12,2,2"
"184800,6112.159146691236,40,2,11,1981,4,2,1,1,-9,-9,""-9"",3,854,2,1,1991,4,11,6,3,,26,2,0"
"184872,6275.237387500658,35,2,12,1986,1,2,1,1,2,797,""EKU"",7,878,2,4,1970,11,10,,,,26,2,0"
"184931,7524.928799727811,28,1,-8,1993,1,2,1,1,1,832,""DC32"",8,804,1,1,1996,6,4,3,11,,12,2,2"
